date,code,close
2023-04-25,000799,234.35
2023-04-26,000799,235.23
2023-04-27,000799,232.68
2023-04-28,000799,235.85
2023-05-04,000799,225.74
2023-05-05,000799,229.33
2023-05-08,000799,226.61
2023-05-09,000799,227.85
2023-05-10,000799,227.18
2023-05-11,000799,229.73
2023-05-12,000799,222.3
2023-05-15,000799,225.17
2023-05-16,000799,221.94
2023-05-17,000799,221.04
2023-05-18,000799,218.15
2023-05-19,000799,221.67
2023-05-22,000799,225.42
2023-05-23,000799,221.71
2023-05-24,000799,218.36
2023-05-25,000799,215.76
2023-05-26,000799,213.48
2023-05-29,000799,211.5
2023-05-30,000799,207.91
2023-05-31,000799,199.81
2023-06-01,000799,199.58
2023-06-02,000799,200.68
2023-06-05,000799,193.99
2023-06-06,000799,187.18
2023-06-07,000799,182.39
2023-06-08,000799,184.71
2023-06-09,000799,184.03
2023-06-12,000799,196.96
2023-06-13,000799,198.27
2023-06-14,000799,203.97
2023-06-15,000799,204.6
2023-06-16,000799,206.73
2023-06-19,000799,203.27
2023-06-20,000799,201.82
2023-06-21,000799,197.96
2023-06-26,000799,195.89
2023-06-27,000799,196.04
2023-06-28,000799,194.6
2023-06-29,000799,192.49
2023-06-30,000799,190.19
2023-07-03,000799,203.93
2023-07-04,000799,204.1
2023-07-05,000799,198.44
2023-07-06,000799,195.21
2023-07-07,000799,193.8
2023-07-10,000799,194.79
2023-07-11,000799,195.23
2023-07-12,000799,192.3
2023-07-13,000799,200.53
2023-07-14,000799,196.39
2023-07-17,000799,194.47
2023-07-18,000799,192.87
2023-07-19,000799,192.3
2023-07-20,000799,191.42
2023-07-21,000799,198.69
2023-07-24,000799,198.46
2023-07-25,000799,211.65
2023-07-26,000799,211.39
2023-07-27,000799,212.11
2023-07-28,000799,214.03
2023-07-31,000799,222.05
2023-08-01,000799,217.53
2023-08-02,000799,217.2
2023-08-03,000799,224.43
2023-08-04,000799,223.67
2023-08-07,000799,215.42
2023-08-08,000799,216.88
2023-08-09,000799,216.31
2023-08-10,000799,217.03
2023-08-11,000799,212.54
2023-08-14,000799,207.9
2023-08-15,000799,206.84
2023-08-16,000799,204.96
2023-08-17,000799,209.06
2023-08-18,000799,203.07
2023-08-21,000799,202.99
2023-08-22,000799,200.38
2023-08-23,000799,195.51
2023-08-24,000799,198.91
2023-08-25,000799,194.02
2023-08-28,000799,195.02
2023-08-29,000799,197.9
2023-08-30,000799,196.58
2023-08-31,000799,191.45
2023-09-01,000799,198.05
2023-09-04,000799,207.6
2023-09-05,000799,207.05
2023-09-06,000799,205.72
2023-09-07,000799,201.24
2023-09-08,000799,201.26
2023-09-11,000799,201.52
2023-09-12,000799,196.24
2023-09-13,000799,196.9
2023-09-14,000799,195.21
2023-09-15,000799,194.76
2023-09-18,000799,194.93
2023-09-19,000799,192.78
2023-09-20,000799,192.93
2023-09-21,000799,189.76
2023-09-22,000799,193.59
2023-09-25,000799,190.77
2023-09-26,000799,190.04
2023-09-27,000799,190.0
2023-09-28,000799,188.48
2023-10-09,000799,184.83
2023-10-10,000799,184.59
2023-10-11,000799,182.22
2023-10-12,000799,183.16
2023-10-13,000799,174.83
2023-10-16,000799,166.96
2023-10-17,000799,164.38
2023-10-18,000799,160.25
2023-10-19,000799,154.61
2023-10-20,000799,157.9
2023-10-23,000799,161.11
2023-10-24,000799,159.19
2023-10-25,000799,161.02
2023-10-26,000799,159.83
2023-10-27,000799,162.37
2023-10-30,000799,163.44
2023-10-31,000799,163.42
2023-11-01,000799,163.89
2023-11-02,000799,160.25
2023-11-03,000799,162.31
2023-11-06,000799,165.04
2023-11-07,000799,164.08
2023-11-08,000799,164.81
2023-11-09,000799,164.44
2023-11-10,000799,162.56
2023-11-13,000799,162.37
2023-11-14,000799,162.58
2023-11-15,000799,164.23
2023-11-16,000799,161.24
2023-11-17,000799,160.25
2023-11-20,000799,161.24
2023-11-21,000799,163.37
2023-11-22,000799,160.68
2023-11-23,000799,160.9
2023-11-24,000799,158.76
2023-11-27,000799,155.45
2023-11-28,000799,154.7
2023-11-29,000799,152.56
2023-11-30,000799,152.56
2023-12-01,000799,153.7
2023-12-04,000799,151.17
2023-12-05,000799,146.13
2023-12-06,000799,148.72
2023-12-07,000799,147.35
2023-12-08,000799,147.26
2023-12-11,000799,146.6
2023-12-12,000799,147.93
2023-12-13,000799,143.4
2023-12-14,000799,143.2
2023-12-15,000799,143.57
2023-12-18,000799,140.04
2023-12-19,000799,140.06
2023-12-20,000799,135.51
2023-12-21,000799,145.32
2023-12-22,000799,148.29
2023-12-25,000799,147.86
2023-12-26,000799,148.72
2023-12-27,000799,146.41
2023-12-28,000799,157.78
2023-12-29,000799,156.3
2024-01-02,000799,151.77
2024-01-03,000799,153.05
2024-01-04,000799,148.03
2024-01-05,000799,143.59
2024-01-08,000799,141.28
2024-01-09,000799,142.24
2024-01-10,000799,148.99
2024-01-11,000799,149.21
2024-01-12,000799,149.53
2024-01-15,000799,148.82
2024-01-16,000799,151.49
2024-01-17,000799,145.7
2024-01-18,000799,150.04
2024-01-19,000799,146.64
2024-01-22,000799,140.28
2024-01-23,000799,140.53
2024-01-24,000799,140.34
2024-01-25,000799,145.49
2024-01-26,000799,147.01
2024-01-29,000799,145.02
2024-01-30,000799,137.84
2024-01-31,000799,132.63
2024-02-01,000799,130.36
2024-02-02,000799,122.86
2024-02-05,000799,112.73
2024-02-06,000799,119.02
2024-02-07,000799,118.8
2024-02-08,000799,121.11
2024-02-19,000799,122.41
2024-02-20,000799,122.71
2024-02-21,000799,130.34
2024-02-22,000799,130.4
2024-02-23,000799,132.31
2024-02-26,000799,131.07
2024-02-27,000799,132.76
